1.000	67
1.100	75
1.200	73
1.300	64
1.400	74
1.500	80
1.600	78
1.700	74
1.800	94
1.900	90
2.000	73
2.100	86
2.200	71
2.300	79
2.400	62
2.500	72
2.600	75
2.700	62
2.800	61
2.900	73
3.000	65
3.100	65
3.200	64
3.300	60
3.400	65
3.500	67
3.600	45
3.700	42
3.800	48
3.900	73
4.000	58
4.100	45
4.200	51
4.300	42
4.400	42
4.500	47
4.600	45
4.700	37
4.800	47
4.900	34
5.000	42
5.100	48
5.200	41
5.300	45
5.400	38
5.500	50
5.600	44
5.700	43
5.800	37
5.900	30
6.000	30
6.100	35
6.200	31
6.300	45
6.400	36
6.500	25
6.600	35
6.700	43
6.800	43
6.900	36
7.000	34
7.100	39
7.200	42
7.300	40
7.400	50
7.500	37
7.600	39
7.700	48
7.800	38
7.900	41
8.000	50
8.100	36
8.200	52
8.300	25
8.400	34
8.500	37
8.600	31
8.700	50
8.800	56
8.900	49
9.000	32
9.100	47
9.200	48
9.300	45
9.400	47
9.500	48
9.600	38
9.700	40
9.800	42
9.900	38
10.000	40
10.100	54
10.200	51
10.300	41
10.400	48
10.500	47
10.600	34
10.700	46
10.800	47
10.900	48
11.000	57
11.100	43
11.200	49
11.300	38
11.400	46
11.500	45
11.600	59
11.700	38
11.800	49
11.900	45
12.000	41
12.100	55
12.200	49
12.300	54
12.400	61
12.500	88
12.600	158
12.700	302
12.800	533
12.900	989
13.000	905
13.100	658
13.200	315
13.300	123
13.400	65
13.500	37
13.600	47
13.700	45
13.800	44
13.900	30
14.000	34
14.100	42
14.200	40
14.300	34
14.400	32
14.500	40
14.600	36
14.700	37
14.800	35
14.900	36
15.000	22
15.100	37
15.200	31
15.300	29
15.400	33
15.500	32
15.600	43
15.700	33
15.800	26
15.900	33
16.000	23
16.100	24
16.200	34
16.300	25
16.400	34
16.500	27
16.600	26
16.700	26
16.800	15
16.900	27
17.000	29
17.100	21
17.200	11
17.300	29
17.400	26
17.500	27
17.600	32
17.700	23
17.800	28
17.900	30
18.000	25
18.100	28
18.200	19
18.300	23
18.400	30
18.500	19
18.600	25
18.700	23
18.800	22
18.900	26
19.000	26
19.100	34
19.200	25
19.300	28
19.400	17
19.500	20
19.600	25
19.700	25
19.800	25
19.900	26
20.000	22
20.100	20
20.200	19
20.300	28
20.400	24
20.500	24
20.600	22
20.700	18
20.800	24
20.900	59
21.000	143
21.100	431
21.200	568
21.300	640
21.400	507
21.500	255
21.600	113
21.700	43
21.800	35
21.900	25
22.000	28
22.100	20
22.200	26
22.300	30
22.400	21
22.500	27
22.600	21
22.700	23
22.800	29
22.900	19
23.000	14
23.100	22
23.200	21
23.300	27
23.400	24
23.500	23
23.600	20
23.700	20
23.800	21
23.900	26
24.000	16
24.100	23
24.200	34
24.300	25
24.400	21
24.500	23
24.600	34
24.700	64
24.800	245
24.900	312
25.000	491
25.100	344
25.200	215
25.300	97
25.400	59
25.500	30
25.600	21
25.700	29
25.800	20
25.900	20
26.000	26
26.100	25
26.200	17
26.300	13
26.400	29
26.500	14
26.600	19
26.700	20
26.800	24
26.900	21
27.000	21
27.100	24
27.200	18
27.300	21
27.400	24
27.500	26
27.600	20
27.700	18
27.800	24
27.900	23
28.000	20
28.100	24
28.200	16
28.300	14
28.400	21
28.500	27
28.600	19
28.700	25
28.800	29
28.900	19
29.000	14
29.100	15
29.200	23
29.300	25
29.400	26
29.500	30
29.600	27
29.700	20
29.800	26
29.900	21
30.000	37
30.100	90
30.200	118
30.300	153
30.400	105
30.500	70
30.600	44
30.700	25
30.800	18
30.900	19
31.000	13
31.100	23
31.200	18
31.300	14
31.400	16
31.500	25
31.600	25
31.700	21
31.800	32
31.900	21
32.000	20
32.100	19
32.200	19
32.300	20
32.400	13
32.500	23
32.600	34
32.700	27
32.800	50
32.900	116
33.000	164
33.100	191
33.200	159
33.300	87
33.400	50
33.500	33
33.600	33
33.700	20
33.800	22
33.900	19
34.000	16
34.100	22
34.200	14
34.300	13
34.400	24
34.500	22
34.600	20
34.700	19
34.800	21
34.900	15
35.000	26
35.100	21
35.200	22
35.300	21
35.400	16
35.500	24
35.600	17
35.700	28
35.800	20
35.900	21
36.000	25
36.100	12
36.200	22
36.300	23
36.400	20
36.500	13
36.600	17
36.700	22
36.800	18
36.900	28
37.000	37
37.100	145
37.200	154
37.300	229
37.400	229
37.500	125
37.600	72
37.700	59
37.800	27
37.900	23
38.000	22
38.100	10
38.200	15
38.300	19
38.400	17
38.500	16
38.600	18
38.700	15
38.800	20
38.900	11
39.000	18
39.100	23
39.200	20
39.300	34
39.400	31
39.500	72
39.600	156
39.700	122
39.800	94
39.900	65
40.000	49
